,Classification,Name,Prefix,First,Middle,Last,Suffix,Address 1,Address 2,Address 3,Address 4,City,State / Province,Country,Zip Code,DUNS,Exclusion Program,Excluding Agency,CT Code,Exclusion Type,Additional Comments,Active Date,Termination Date,Record Status,Cross-Reference,SAM Number,CAGE,NPI
23651,Individual,,,DANIEL,JOHN,EVANOFF,,,,,,PLYMOUTH,WI,USA,53073,,Reciprocal,EPA,,Prohibition/Restriction,"Convicted of Clean Air Act Violation:  INELIGIBLE FOR AWARDS TO BE PERFORMED AT THIS FACILITY ONLY: JL French Glasgow Facility, 20 Prestwick Drive, Glasgow, KY 42141 (Violating Facility). The Clean Air Act (42 U.S.C. 7606) forbids any Federal agency from entering into any contract, loan, or benefit to any person or company who- 1. Has been convicted of an offense under the Clean Air Act (42 U.S.C. 7413(c)); AND 2. Intends to use the place where or from which the offense happened (the violating facility) for the contract, loan or benefit; AND 3. Owns, leases or supervises the facility (where or from which the Clean Air Act offense occurred) at the time when a decision about the contract, loan or benefit is made.  ALL THREE CONDITIONS MUST BE PRESENT FOR A PERSON TO BE DENIED A CONTRACT, LOAN OR BENEFIT. ",11/07/2012,Indefinite,,"(also DANIEL EVANOFF, DANIEL EVANOFF)",S4MR47BKK,,
23652,Individual,,,DANIEL,JOHN,EVANOFF,,,,,,PLYMOUTH,WI,USA,53073,,Reciprocal,EPA,,Prohibition/Restriction,"REVIEW THIS INFORMATION PRIOR TO CONTACTING EPA:  Convicted of Clean Air Act Violation:  INELIGIBLE FOR AWARDS TO BE PERFORMED AT THIS FACILITY ONLY: JL French Sheboygan Gateway Plant, 4243 Gateway Drive, Sheboygan, WI 53081 (Violating Facility). The Clean Air Act (42 U.S.C. 7606) forbids any Federal agency from entering into any contract, loan, or benefit to any person or company who- 1. Has been convicted of an offense under the Clean Air Act (42 U.S.C. 7413(c)); AND 2. Intends to use the place where or from which the offense happened (the violating facility) for the contract, loan or benefit; AND 3. Owns, leases or supervises the facility (where or from which the Clean Air Act offense occurred) at the time when a decision about the contract, loan or benefit is made.  ALL THREE CONDITIONS MUST BE PRESENT FOR A PERSON TO BE DENIED A CONTRACT, LOAN OR BENEFIT. ",10/24/2012,Indefinite,,(also DANIEL EVANOFF),S4MR480YW,,
23659,Individual,,,DANIEL,J.,FERN,,,,,,DAVIE,FL,USA,33325,,Reciprocal,EPA,H,Prohibition/Restriction,"Convicted of Clean Air Act or Clean Water Act violation- ineligible for awards to be performed at this Facility Only: Air Environmental Research Services, 6191 S.W. 45th St., Suite 4472, Hollywood, FL 33023 (Violating Facility)",05/01/1995,Indefinite,,,S4MR3PH64,,
23705,Individual,,,DANIEL,,GREEN,,,,,,FAIRFIELD,OH,USA,45014,,Reciprocal,EPA,,Prohibition/Restriction,"REVIEW THIS INFORMATION PRIOR TO CONTACTING EPA: Convicted of Clean Water Act Violation:    INELIGIBLE FOR AWARDS TO BE PERFORMED AT THIS FACILITY ONLY:  LWG Finishing, Inc., 9461 Le Saint Dr., Fairfield, OH 45014 (Violating Facility).  The Clean Water Act (33 U.S.C. 1368) forbids any Federal agency from entering into any contract, loan, or benefit to any person or company who- 1. Has been convicted of an offense under the Clean Water Act (33 U.S.C. 1319(c)); AND 2. Intends to use the place where or from which the offense happened (the violating facility) for the contract, loan or benefit; AND 3. Owns, leases or supervises the facility (where or from which the Clean Water Act offense occurred) at the time when a decision about the contract, loan or benefit is made.    ALL THREE CONDITIONS MUST BE PRESENT FOR A PERSON TO BE DENIED A CONTRACT, LOAN OR BENEFIT. ",01/21/1998,Indefinite,,,S4MR3N7XM,,
23782,Individual,,,DANIEL,J.,LASDON,,,,,,PENN VALLEY,PA,USA,19072,,Reciprocal,EPA,H,Prohibition/Restriction,"Convicted of Clean Air Act or Clean Water Act violation-  ineligible for awards to be performed at this Facility Only: 700 East Erie Ave., Philadelphia, PA 19134 (Violating Facility)",10/14/1992,Indefinite,,(also DANIEL J. LASDON REAL ESTATE),S4MR3QFYJ,,
23831,Individual,,,DANIEL,ROSS,MCNAIR,,,,,,REXBURG,ID,USA,83440,,Reciprocal,EPA,,Ineligible (Proceedings Pending),,12/17/2014,Indefinite,,,S4MR4HZRF,,
23832,Individual,,,DANIEL,REX,MCNAIR,,,,,,REXBURG,ID,USA,83440,,Reciprocal,EPA,,Ineligible (Proceedings Pending),,12/17/2014,Indefinite,,,S4MR4HZTR,,
23834,Individual,,,DANIEL,VALMER,MEACHAM,,,,,,JUNCTION,TX,USA,76849,,Reciprocal,EPA,,Prohibition/Restriction,,01/18/2012,Indefinite,,,S4MR480H3,,
23835,Individual,,,DANIEL,VALMER,MEACHAM,,,,,,MENARD,TX,USA,76859,,Reciprocal,EPA,,Ineligible (Proceedings Completed),,11/05/2015,11/04/2018,,"(also BELVAN CORP & DAVIS GAS PROCESSING, A JOINT VENTURE, MICHAEL DAVIS, BELVAN CORPORATION, ROBERT STEWART)",S4MR4Y3Y9,,
23889,Individual,,,DANIEL,R,OLSON,,,,,,MERRILLVILLE,IN,USA,464103330,,Reciprocal,EPA,,Prohibition/Restriction,,06/20/2012,Indefinite,,,S4MR480ZC,,
23898,Individual,,,DANIEL,LEE,PARKER,,,,,,FORT LAUDERDALE,FL,USA,33311,,Reciprocal,EPA,H,Prohibition/Restriction,"Convicted of Clean Water Act Violation:  INELIGIBLE FOR AWARDS TO BE PERFORMED AT THIS FACILITY ONLY: Drain Masters of Southern Florida, 1717 SW 1st Way, Suite 20, Deerfield Beach, FL 33441 (Violating Facility) The Clean Water Act (33 U.S.C. 1368) forbids any Federal agency from entering into any contract, loan, or benefit to any person or company who- 1. Has been convicted of an offense under the Clean Water Act (33 U.S.C. 1319(c)); AND 2. Intends to use the place where or from which the offense happened (the violating facility) for the contract, loan or benefit; AND 3. Owns, leases or supervises the facility (where or from which the Clean Water Act offense occurred) at the time when a decision about the contract, loan or benefit is made.  ALL THREE CONDITIONS MUST BE PRESENT FOR A PERSON TO BE DENIED A CONTRACT, LOAN OR BENEFIT. ",01/20/2012,Indefinite,,,S4MR3RN73,,
23944,Individual,,,DANIEL,K.,ROONEY,,,,,,MT. STERLING,KY,USA,40353,,Reciprocal,EPA,H,Prohibition/Restriction,"Convicted of Clean Air Act or Clean Water Act violation- ineligible for awards to be performed at this Facility Only: Cooksey Brothers Disposal Company, 101 W. North Big Run Rd., Ashland, KY 41102 (Violating Facility)",05/30/2006,Indefinite,,,S4MR3PNL6,,
23987,Individual,,,DANIEL,,STILL,JR.,,,,,LINCOLTON,NC,USA,28092,,Reciprocal,EPA,H,Prohibition/Restriction,"Convicted of Clean Air Act or Clean Water Act violation- ineligible for awards to be performed at this Facility Only: 2505 Mintew Circle, Lincolton, NC 28092 (Violating Facility)",09/03/2010,Indefinite,,,S4MR3RG3N,,
24011,Individual,,,DANIEL,PAUL,VANACKER,,,,,,UMPQUA,OR,USA,974869733,,Reciprocal,EPA,H,Prohibition/Restriction,"Convicted of Clean Water Act Violation:  INELIGIBLE FOR AWARDS TO BE PERFORMED AT THIS FACILITY ONLY: 3308 Briarwood Rd., Umpqua, OR 97486-9733 (Violating Facility). The Clean Water Act (33 U.S.C. 1368) forbids any Federal agency from entering into any contract, loan, or benefit to any person or company who- 1. Has been convicted of an offense under the Clean Water Act (33 U.S.C. 1319(c)); AND 2. Intends to use the place where or from which the offense happened (the violating facility) for the contract, loan or benefit; AND 3. Owns, leases or supervises the facility (where or from which the Clean Water Act offense occurred) at the time when a decision about the contract, loan or benefit is made.  ALL THREE CONDITIONS MUST BE PRESENT FOR A PERSON TO BE DENIED A CONTRACT, LOAN OR BENEFIT. ",06/30/2011,Indefinite,,,S4MR3R95Q,,
24037,Individual,,,DANIEL,T,WRIGHT,,,,,,HARRISBURG,MO,USA,65256,,Reciprocal,EPA,,Prohibition/Restriction,"REVIEW THIS INFORMATION PRIOR TO CONTACTING EPA:  Convicted of Clean Air Act Violation:  INELIGIBLE FOR AWARDS TO BE PERFORMED AT THIS FACILITY ONLY: 9201 W Callahan Creek Road, Harrisburg, MO 65256 (Violating Facility). The Clean Air Act (42 U.S.C. 7606) forbids any Federal agency from entering into any contract, loan, or benefit to any person or company who- 1. Has been convicted of an offense under the Clean Air Act (42 U.S.C. 7413(c)); AND 2. Intends to use the place where or from which the offense happened (the violating facility) for the contract, loan or benefit; AND 3. Owns, leases or supervises the facility (where or from which the Clean Air Act offense occurred) at the time when a decision about the contract, loan or benefit is made.  ALL THREE CONDITIONS MUST BE PRESENT FOR A PERSON TO BE DENIED A CONTRACT, LOAN OR BENEFIT. ",12/10/2015,Indefinite,,,S4MR54W64,,
24183,Individual,,,DANNY,LEE,HILL,,,,,,HIGH POINT,NC,USA,27265,,Reciprocal,EPA,H,Prohibition/Restriction,"Convicted of Clean Air Act or Clean Water Act violation- ineligible for awards to be performed at this Facility Only: Danny Hill and Associates, 2325 Gordon Rd., Apt. E, High Point, NC 27265(Violating Facility)",04/08/2003,Indefinite,,,S4MR3MWB2,,
24195,Individual,,,DANNY,,MCNABB,,,,,,CLINTON,TN,USA,37716,,Reciprocal,EPA,,Prohibition/Restriction,"REVIEW THIS INFORMATION PRIOR TO CONTACTING EPA: Convicted of Clean Water Act Violation: INELIGIBLE FOR AWARDS TO BE PERFORMED AT THIS FACILITY ONLY: 115 Crawford Lane, Clinton, TN 37716 (Violating Facility). The Clean Water Act (33 U.S.C. 1368) forbids any Federal agency from entering into any contract, loan, or benefit to any person or company who- 1. Has been convicted of an offense under the Clean Water Act (33 U.S.C. 1319(c)); AND 2. Intends to use the place where or from which the offense happened (the violating facility) for the contract, loan or benefit; AND 3. Owns, leases or supervises the facility (where or from which the Clean Water Act offense occurred) at the time when a decision about the contract, loan or benefit is made. ALL THREE CONDITIONS MUST BE PRESENT FOR A PERSON TO BE DENIED A CONTRACT, LOAN OR BENEFIT.  ",11/03/2016,Indefinite,,,S4MR5CFQK,,
24562,Individual,,,DARRELL,E.,BUSSELL,,,,,,MAUI,HI,USA,96761,,Reciprocal,EPA,H,Prohibition/Restriction," Convicted of Clean Air Act or Clean Water Act violation - ineligible for awards to be performed at This Facility Only:  Valdex Mobile Home Park (Violating Facility) P.O. Box 1309, Space No. 183, Valdez, AK 99686",10/20/2000,Indefinite,,(also ORCA CONSTRUCTION),S4MR3QJV8,,
24572,Individual,,,DARRELL,,EDWARDS,,,,,,FRESNO,CA,USA,93711,,Reciprocal,EPA,H,Prohibition/Restriction,"Convicted of Clean Air Act or Clean Water Act violation- ineligible for awards to be performed at this Facility Only: The Wilshire Paint Company, 712 Fulton St., Fresno, CA 93721 (Violating Facility)",07/07/2006,Indefinite,,,S4MR3P8JH,,
24648,Individual,,,DARREN,,MELERINE,,,,,,MERAUX,LA,USA,70075,,Reciprocal,EPA,H,Prohibition/Restriction," Convicted of a Clean Water Act violation and is ineligible for awards to be performed at this Violating Facility Only: Saint Bernard Parish, Public Wastewater Treatment Facility, 3300 Munster Blvd., Meraux, LA 70075",05/04/2000,Indefinite,,,S4MR3Q7T5,,
24702,Individual,,,DARRYL,,MEIERS,,,,,,MARCELLUS,NY,USA,13108,,Reciprocal,EPA,H,Prohibition/Restriction," Convicted of Clean Air Act or Clean Water Act violation - ineligible for awards to be performed at this Facility Only: The Martisco Paper Company, Inc., 4747 Route No. 174, Marcellus, NY 13108 (Violating Facility)",12/18/2001,Indefinite,,,S4MR3NCPX,,
24733,Individual,,,DARYL,,ALISON,,,,,,ORANGE,CA,USA,92868,,Reciprocal,EPA,,Ineligible (Proceedings Completed),,07/10/2015,07/09/2018,,,S4MR4V6NP,,
24778,Individual,,,DAVE,,KING,,,,,,LEWISTON,MT,USA,59457,,Reciprocal,EPA,H,Prohibition/Restriction," Convicted of Clean Air Act or Clean Water Act violation - ineligible for awards to be performed at This Violating Facility Only: The Stage Store and Mini Mall (Violating Facility), 302 West Main St., Lewiston, MT 59457",10/24/2000,Indefinite,,(also DAVID KING),S4MR3QFY0,,
24801,Individual,,,DAVID,MOHAMMAD,AKRAM,,,,,,ST. LOUIS,MO,USA,63121,,Reciprocal,EPA,,Prohibition/Restriction,"REVIEW THIS INFORMATION PRIOR TO CONTACTING EPA:  Convicted of Clean Air Act Violation:  INELIGIBLE FOR AWARDS TO BE PERFORMED AT THIS FACILITY ONLY: (former) District Headquarters Building, 4548 Dr. Martin Luther King Drive, St. Louis, MO  63113 (Violating Facility). The Clean Air Act (42 U.S.C. 7606) forbids any Federal agency from entering into any contract, loan, or benefit to any person or company who- 1. Has been convicted of an offense under the Clean Air Act (42 U.S.C. 7413(c)); AND 2. Intends to use the place where or from which the offense happened (the violating facility) for the contract, loan or benefit; AND 3. Owns, leases or supervises the facility (where or from which the Clean Air Act offense occurred) at the time when a decision about the contract, loan or benefit is made.  ALL THREE CONDITIONS MUST BE PRESENT FOR A PERSON TO BE DENIED A CONTRACT, LOAN OR BENEFIT. ",08/12/2015,Indefinite,,,S4MR4ZX91,,
24853,Individual,,,DAVID,G.,BANKS,,,,,,ROCHESTER HILLS,MI,USA,48307,,Reciprocal,EPA,H,Prohibition/Restriction,"Convicted of Clean Air Act or Clean Water Act violation- ineligible for awards to be performed at this Facility Only: HBM River Plant, Inc., Baton Rouge, LA 70821 (Violating Facility)",01/05/1996,Indefinite,,,S4MR3QKK4,,
24862,Individual,,,DAVID,L,BARTSCH,,,,,,SAINT CLAIRSVILLE,OH,USA,439501145,,Reciprocal,EPA,H,Prohibition/Restriction,"Convicted of Clean Water Act Violation:  INELIGIBLE FOR AWARDS TO BE PERFORMED AT THIS FACILITY ONLY: Ohio Valley Coal Company, 56854 Pleasant Ridge Rd., Alledonia, OH 43902 (Violating Facility) The Clean Water Act (33 U.S.C. 1368) forbids any Federal agency from entering into any contract, loan, or benefit to any person or company who- 1. Has been convicted of an offense under the Clean Water Act (33 U.S.C. 1319(c)); AND 2. Intends to use the place where or from which the offense happened (the violating facility) for the contract, loan or benefit; AND 3. Owns, leases or supervises the facility (where or from which the Clean Water Act offense occurred) at the time when a decision about the contract, loan or benefit is made.  ALL THREE CONDITIONS MUST BE PRESENT FOR A PERSON TO BE DENIED A CONTRACT, LOAN OR BENEFIT. ",05/26/2011,Indefinite,,,S4MR3RH1D,,
24877,Individual,,,DAVID,LESTER,BECKER,,,,,,CAVE CITY,KY,USA,42127,,Reciprocal,EPA,H,Prohibition/Restriction,"Convicted of Clean Air Act or Clean Water Act violation- INELIGIBLE FOR AWARDS TO BE PERFORMED AT THIS FACILITY ONLY: Ken-Dec, Inc., 1145 South Dixie Street, Horse Cave, KY 42749 (Violating Facility)",06/07/2010,Indefinite,,"(also KEN-DEC, INC.)",S4MR3R9JC,,
24905,Individual,,,DAVID,W.,BOLDT,,,,,,HUDSON,FL,USA,34667,,Reciprocal,EPA,H,Prohibition/Restriction,"Convicted of Clean Air Act or Clean Water Act violation-  ineligible for awards to be performed at this Facility Only: 100 Hale St., Lowell, MA 01851 (Violating Facility)",04/17/1990,Indefinite,,,S4MR3QKKV,,
24913,Individual,,,DAVID,,BOWLING,,,,,,EAST POINT,KY,USA,41216,,Reciprocal,EPA,H,Prohibition/Restriction,"Convicted of Clean Air Act or Clean Water Act violation- ineligible for awards to be performed at this Facility Only: Dave?s Concrete Products & Septic Service, Inc., d/b/a Right Beaver Concrete, 7435 Hwy 321, Hager Hill, KY 41222 (Violating Facility)",02/26/2008,Indefinite,,,S4MR3PSSB,,
24925,Individual,,,DAVID,,BRASWELL,,,,,,LITTLE RIVER,SC,USA,29566,,Reciprocal,EPA,,Ineligible (Proceedings Completed),,06/12/2015,06/11/2018,,(also COOL COTE),S4MR4JW7D,,
24961,Individual,,,DAVID,,BUSH,,,,,,VICTOR,MT,USA,59875,,Reciprocal,EPA,H,Prohibition/Restriction," Convicted of Clean Air Act or Clean Water Act violation - ineligible for awards to be performed at this Violating Facility Only: Ajax Contracting, Inc., 300 Sweathouse Creek Rd., Victor, MT 59875",06/28/2001,Indefinite,,,S4MR3N72B,,
25025,Individual,,,DAVID,S.,COLDEWE,,,,,,ST. CHARLES,MO,USA,63304,,Reciprocal,EPA,H,Prohibition/Restriction,"Convicted of Clean Air Act or Clean Water Act violation- ineligible for awards to be performed at this Facility Only: Heuffmeier Septic Co. a/k/a C&H Septic, 5311 Westwood, St. Charles, MO 63304 (Violating Facility)",12/12/2003,Indefinite,,,S4MR3QJW2,,
25104,Individual,,,DAVID,P,DRAKE,,,,,,HIGHLANDS RANCH,CO,USA,80126,,Reciprocal,EPA,,Ineligible (Proceedings Pending),,07/08/2013,Indefinite,,,S4MR49NLR,,
25124,Individual,,,DAVID,,ECTOR,,,,,,BOULDER,CO,USA,803040441,,Reciprocal,EPA,,Prohibition/Restriction,,03/13/2013,Indefinite,,,S4MR49Y3H,,
25221,Individual,,,DAVID,,GILES,,,,,,VERSAILLES,KY,USA,40383,,Reciprocal,EPA,,Prohibition/Restriction,"REVIEW THIS INFORMATION PRIOR TO CONTACTING EPA: Convicted of Clean Water Act Violation: INELIGIBLE FOR AWARDS TO BE PERFORMED AT THIS FACILITY ONLY: 233 South Hill Avenue, Versailles, KY 40383 (Violating Facility). The Clean Water Act (33 U.S.C. 1368) forbids any Federal agency from entering into any contract, loan, or benefit to any person or company who- 1. Has been convicted of an offense under the Clean Water Act (33 U.S.C. 1319(c)); AND 2. Intends to use the place where or from which the offense happened (the violating facility) for the contract, loan or benefit; AND 3. Owns, leases or supervises the facility (where or from which the Clean Water Act offense occurred) at the time when a decision about the contract, loan or benefit is made. ALL THREE CONDITIONS MUST BE PRESENT FOR A PERSON TO BE DENIED A CONTRACT, LOAN OR BENEFIT.",10/12/2016,Indefinite,,,S4MR59KSP,,
25268,Individual,,,DAVID,MICHAEL,GRUMMER,,,,,,OCEANSIDE,CA,USA,92054,,Reciprocal,EPA,H,Prohibition/Restriction,,02/23/2009,Indefinite,,,S4MR3PVG4,,
25278,Individual,,,DAVID,MARSHALL,HAGGARD,SR.,,,,,WINCHESTER,KY,USA,403912101,,Reciprocal,EPA,H,Prohibition/Restriction,"FOR CT CODE H ONLY- Convicted of Clean Air Act or Clean Water Act violation- ineligible for awards to be performed at this Facility Only: 102 Daytona Dr., Winchester, KY 40391-1152 (Violating Facility)",08/26/2005,Indefinite,,,S4MR3PNCY,,
25279,Individual,,,DAVID,,HAIGH,,,,,,HATBORO,PA,USA,190403713,,Reciprocal,EPA,H,Prohibition/Restriction," Convicted of Clean Air Act or Clean Water Act violation - ineligible for awards to be performed at Violating Facilty Only, Multi-Flow Dispensers, Inc./Multi Flow Dispensers, L.P., (Violating Facility), 1434 County Line Rd., Huntingdon Valley, PA",06/16/1999,Indefinite,,,S4MR3ND58,,
25291,Individual,,,DAVID,,HAMMERSCHMIDT,,,,,,STOCKBRIDGE,GA,USA,30281,,Reciprocal,EPA,,Ineligible (Proceedings Completed),,01/15/2015,01/14/2018,,,S4MR4JR0S,,
25360,Individual,,,DAVID,,INSKEEP,,,,,,ELMWOOD,IL,USA,61529,,Reciprocal,EPA,H,Prohibition/Restriction,"Convicted of Clean Air Act or Clean Water Act violation- ineligible for awards to be performed at this Facility Only: New Horizon (formerly known as Inwood Diary), 23318 W. Taggert Rd., Elmwood, IL 61529 (Violating Facility)",07/20/2006,Indefinite,,,S4MR3NJW7,,
25371,Individual,,,DAVID,N.,JENKINS,,,,,,WARREN,OH,USA,44483,,Reciprocal,EPA,,Prohibition/Restriction,"REVIEW THIS INFORMATION PRIOR TO CONTACTING EPA: Convicted of Clean Water Act Violation: INELIGIBLE FOR AWARDS TO BE PERFORMED AT THIS FACILITY ONLY: 2761 Salt Springs Road, Youngstown, OH 44509-1035 (Violating Facility). The Clean Water Act (33 U.S.C. 1368) forbids any Federal agency from entering into any contract, loan, or benefit to any person or company who- 1. Has been convicted of an offense under the Clean Water Act (33 U.S.C. 1319(c)); AND 2. Intends to use the place where or from which the offense happened (the violating facility) for the contract, loan or benefit; AND 3. Owns, leases or supervises the facility (where or from which the Clean Water Act offense occurred) at the time when a decision about the contract, loan or benefit is made. ALL THREE CONDITIONS MUST BE PRESENT FOR A PERSON TO BE DENIED A CONTRACT, LOAN OR BENEFIT.",11/23/2016,Indefinite,,,S4MR59KQS,,
25432,Individual,,,DAVID,J.,KING,,,,,,LEWISTON,MT,USA,59457,,Reciprocal,EPA,H,Prohibition/Restriction," Convicted of Clean Air Act or Clean Water Act violation - ineligible for awards to be performed at This Violating Facility Only:  The Stage Store and Mini Mall (Violating Facility) 302 West Main St., Lewiston, MT 59457",10/24/2000,Indefinite,,(also DAVE KING),S4MR3NCMX,,
