,Classification,Name,Prefix,First,Middle,Last,Suffix,Address 1,Address 2,Address 3,Address 4,City,State / Province,Country,Zip Code,DUNS,Exclusion Program,Excluding Agency,CT Code,Exclusion Type,Additional Comments,Active Date,Termination Date,Record Status,Cross-Reference,SAM Number,CAGE,NPI
106065,Individual,,,SHAWN,CHANECE,PERRY,,,,,,OXON HILL,MD,USA,207452027,,Reciprocal,DHS-ICE,A,Ineligible (Proceedings Completed),,07/18/2012,04/26/2017,,(also SHAWN HUGHES),S4MR3R8L2,,
106697,Individual,,,SHERMAINE,,AIDEN,,,,,,COLUMBIA,TN,USA,38401,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,05/01/2014,04/30/2019,,,S4MR4DXWW,,
107338,Individual,,,SHMUEL,,KLEIN,,,,,,LOS ANGELES,CA,USA,90036,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,01/13/2015,01/12/2020,,(also SAMUEL KLEIN),S4MR4JB04,,
107349,Individual,,,SHOLOM,,RUBASHKIN,,,,,,OTISVILLE,NY,USA,10963,,Reciprocal,DHS-ICE,R,Ineligible (Proceedings Completed),,05/09/2011,03/05/2053,,,S4MR3RJCL,,
107514,Individual,,,SILVESTRE,AGUILAR,SAYAGO,,,,,,SAVANNAH,GA,USA,31406,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,07/24/2015,07/23/2017,,,S4MR4N0ST,,
107559,Individual,,,SIMON,,BANDA-MIRELES,,,,,,DEPEW,NY,USA,140431367,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,10/24/2013,10/23/2018,,,S4MR4BTDN,,
107833,Individual,,,SONG,,YU,,,,,,CYPRESS,TX,USA,77429,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,01/22/2015,01/21/2018,,,S4MR4JFQR,,
107846,Individual,,,SONIA,E.,DIAZ-RODRIGUEZ,,,,,,HUMACAO,PR,USA,00791,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,09/30/2015,09/29/2018,,,S4MR4TSZT,,
107957,Individual,,,SONYA,,WINTERS,,,,,,MONROE,LA,USA,712036820,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,05/31/2013,05/30/2018,,,S4MR4943M,,
107982,Individual,,,SOPHIA,,MANUEL,,,,,,TALLAHASSEE,FL,USA,323013558,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,11/05/2012,12/25/2027,,,S4MR46TPL,,
108044,Individual,,,SPENCER,,MIYAHIRA,,,,,,AIEA,HI,USA,96701,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,03/30/2015,03/29/2020,,,S4MR4K9D1,,
108460,Individual,,,STEFANIE,MARIE,MCLAUGHLIN,,,,,,ALICEVILLE,AL,USA,35442,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,11/07/2016,05/05/2021,,,S4MR57HQW,,
108508,Individual,,,STEPAN,,BOTSVYNYUK,,,,,,ADELANTO,CA,USA,92301,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,01/14/2014,11/30/2047,,,S4MR4CM9C,,
109617,Individual,,,STEVEN,,KUCAN,,,,,,WOOD RIDGE,NJ,USA,07075,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,06/05/2014,06/04/2017,,,S4MR4FDDX,,
110472,Individual,,,SUSAN,LEE,GROSS,,,,,,COLEMAN,FL,USA,33521,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,11/07/2014,07/28/2018,,,S4MR4HHR3,,
110573,Individual,,,SUSAN,,LEEGROSS,,,,,,COLEMAN,FL,USA,33521,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,11/07/2014,07/28/2018,,,S4MR4HHQR,,
110720,Individual,,,SUSAN,,PEREZ,,,,,,DANBURY,CT,USA,06811,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,07/14/2015,07/13/2019,,,S4MR4LLNV,,
111238,Individual,,,SYED,,HUDA,,,,,,PHILIPSBURG,PA,USA,16866,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,06/01/2016,05/27/2027,,(also FARHAN HUDA),S4MR531HM,,
111280,Individual,,,SYLVIA,,BARRERA,,,,,,WARNER ROBINS,GA,USA,31088,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,07/23/2015,07/22/2018,,,S4MR4MVXZ,,
111487,Individual,,,TAI-VON,RICHARD LEE,LYNCH,,,,,,TUCSON,AZ,USA,85734,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,11/01/2016,09/27/2029,,,S4MR56QFV,,
112168,Individual,,,TANYA,,SMITH,,,,,,SPRINGFIELD,VA,USA,22152,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,06/06/2016,06/05/2019,,,S4MR535DZ,,
112214,Individual,,,TARA,,HAYNES,,,,,,ALICEVILLE,AL,USA,35442,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,03/04/2015,12/26/2018,,,S4MR4JZDN,,
112278,Individual,,,TARAS,,MACZAJ,,,,,,FOREST HILLS,NY,USA,11375,,Reciprocal,DHS-ICE,,Voluntary Exclusion,,07/02/2015,07/09/2018,,"(also AUTOTRON SYSTEMS, INC.)",S4MR49M2B,,
112441,Individual,,,TAVORIS,,ROBERTS,,,,,,ATHENS,AL,USA,35611,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,04/03/2014,04/02/2019,,,S4MR4DL51,,
112596,Individual,,,TEOFANES,,SALAS-CAMPOS,,,,,,FORT WORTH,TX,USA,76119,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,05/14/2014,02/11/2027,,,S4MR4F3B3,,
113756,Individual,,,THERESA,M.,KLISH,,,,,,WEST CHESTER,PA,USA,193800120,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,12/11/2012,12/10/2017,,,S4MR47532,,
113918,Individual,,,THOMAS,,ATTEBURY,,,,,,TUCSON,AZ,USA,857344550,,Reciprocal,DHS-ICE,R,Ineligible (Proceedings Completed),,01/17/2012,12/28/2071,,,S4MR3RB1T,,
114111,Individual,,,THOMAS,M.,FAULKNER,,,,,,BUTNER,NC,USA,27509,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,02/03/2014,07/27/2019,,,S4MR4CV1S,,
114257,Individual,,,THOMAS,C.,KEHOE,,,,,,DUBUQUE,IA,USA,52001,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,06/17/2014,06/16/2017,,,S4MR4FK32,,
114283,Individual,,,THOMAS,,LENTI,,,,,,FORT DIX,NJ,USA,086400902,,Reciprocal,DHS-ICE,R,Ineligible (Proceedings Completed),,12/02/2011,02/11/2036,,,S4MR3RLQ2,,
115058,Individual,,,TIMOTHY,KEITH,MCCULLOUCH,JR.,,,,,SEAGOVILLE,TX,USA,75159,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,09/16/2016,09/22/2032,,(also TIMOTHY MCCULLOUGH),S4MR55864,,
115059,Individual,,,TIMOTHY,KEITH,MCCULLOUGH,JR.,,,,,SEAGOVILLE,TX,USA,75159,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,09/16/2016,09/22/2032,,(also TIMOTHY MCCULLOUCH),S4MR55862,,
115139,Individual,,,TIMOTHY,ROSS,STEWART,,,,,,STAFFORD,VA,USA,22556,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,08/13/2014,08/12/2017,,,S4MR4GBMS,,
115855,Individual,,,TONY,,NGUYEN,,,,,,SLIDELL,LA,USA,70458,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,07/14/2015,07/13/2018,,"(also TTN INVESTMENT, INC., THAI NGUYEN, LLC)",S4MR4LLNX,,
115989,Individual,,,TONYELL,,CUMMINGS,,,,,,MONROE,LA,USA,712036820,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,05/31/2013,05/30/2018,,,S4MR4943P,,
115990,Individual,,,TONYELL,T.,TOLIVER,,,,,,MONROE,LA,USA,712036820,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,05/31/2013,05/30/2018,,,S4MR4943G,,
115995,Individual,,,TOR,,OLSON,,,,,,PARKER,CO,USA,80138,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,05/30/2014,05/29/2017,,,S4MR4F9L4,,
116376,Individual,,,TRAVIS,LAMONT,FOOTE,,,,,,TUCSON,AZ,USA,85734,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,11/16/2016,12/10/2026,,,S4MR58QLM,,
117065,Individual,,,VALERIA,DOZZI,BARBUGLI,,,,,,ORLANDO,FL,USA,32835,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,06/17/2014,06/16/2017,,,S4MR4FK2P,,
117512,Individual,,,VENIAMIN,,GONIKMAN,,,,,,GLENVIEW,IL,USA,60025,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,02/03/2014,02/02/2017,,,S4MR4CV29,,
118070,Individual,,,VICTOR,MANUEL,CAMPUZANO,,,,,,THREE RIVERS,TX,USA,780714200,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,08/02/2012,08/25/2023,,,S4MR45MW2,,
119485,Individual,,,WANDA,,RODRIGUEZ-COLON,,,,,,CAROLINA,PR,USA,00983,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,07/29/2015,07/28/2018,,,S4MR4NQGQ,,
119620,Individual,,,WASILAT,O.,WILLIAMS,,,,,,DANBURY,CT,USA,068112956,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,12/11/2012,10/10/2035,,,S4MR4753C,,
119792,Individual,,,WEI,,LIU,,,,,,OLATHE,KS,USA,66062,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,01/28/2016,01/27/2019,,,S4MR4Z0ZK,,
119797,Individual,,,WEI,JI,ZHENG,,,,,,SAN MARCOS,TX,USA,78666,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,07/21/2016,07/20/2018,,,S4MR5463S,,
119828,Individual,,,WEN,JIAN,WEN,,,,,,HOUSTON,TX,USA,77036,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,07/21/2016,07/20/2018,,,S4MR5465T,,
119829,Individual,,,WEN,JUAN,ZHANG,,,,,,SAN MARCOS,TX,USA,78666,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,06/22/2016,06/21/2018,,,S4MR53LKQ,,
119917,Individual,,,WENDY,,GUERRA,,,,,,DUBLIN,CA,USA,94568,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,04/14/2014,10/07/2017,,,S4MR4DQDP,,
120026,Individual,,,WESLEY,WILLIAM,BRANDT,JR.,,,,,TUCSON,AZ,USA,857344550,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,01/31/2013,01/30/2112,,,S4MR47R2H,,
120609,Individual,,,WILLIAM,,GREGORY,,,,,,FORT WORTH,TX,USA,761190330,,Reciprocal,DHS-ICE,R,Ineligible (Proceedings Completed),,11/02/2011,08/06/2027,,,S4MR3RNHX,,
121307,Individual,,,WILLIAM,,WATKINS,,,,,,YAZOO CITY,MS,USA,391945000,,Reciprocal,DHS-ICE,R,Ineligible (Proceedings Completed),,12/02/2011,03/09/2032,,,S4MR3RLQ9,,
121319,Individual,,,WILLIAM,,WEYRICK,,,,,,LEXINGTON,KY,USA,405124500,,Reciprocal,DHS-ICE,R,Ineligible (Proceedings Completed),,12/02/2011,10/14/2020,,,S4MR3RLQ6,,
121519,Individual,,,WILSON,R.,BARBUGLI,,,,,,ORLANDO,FL,USA,32835,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,07/08/2014,07/07/2017,,,S4MR4FTKX,,
121613,Individual,,,WOLF,,ROSENBERG,,,,,,NEW BRUNSWICK,NJ,USA,08906,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,03/16/2015,03/15/2018,,(also MOISHE ROSENBERG),S4MR4K3K6,,
121699,Individual,,,XIANG,,LIU,,,,,,OLATHE,KS,USA,66062,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,01/28/2016,01/27/2018,,,S4MR4Z107,,
121700,Individual,,,XIANG,HUA,ZHANG,,,,,,PLYMOUTH,MA,USA,023602606,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,01/10/2013,01/09/2018,,,S4MR47G4X,,
121701,Individual,,,XIANGHONG,,SUN,,,,,,MISSOURI CITY,TX,USA,77459,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,05/25/2016,05/24/2019,,,S4MR52XHG,,
121703,Individual,,,XIAO,XIA,WANG,,,,,,BLUFFTON,SC,USA,29910,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,03/11/2014,03/10/2017,,,S4MR4D8R9,,
121704,Individual,,,XIAO,FENG,ZHU,,,,,,SUGAR LAND,TX,USA,77479,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,07/21/2016,07/20/2019,,,S4MR5465Q,,
121829,Individual,,,YAN,,MAO,,,,,,BROWNWOOD,TX,USA,76801,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,05/31/2016,05/30/2019,,,S4MR530M7,,
121870,Individual,,,YAROSLAV,,ROCHNIAK,,,,,,WHITE DEER,PA,USA,178872000,,Reciprocal,DHS-ICE,R,Ineligible (Proceedings Completed),,11/22/2011,01/11/2020,,,S4MR3RMYP,,
121871,Individual,,,YAROSLAV,,ROCHNIAK,,,,,,WHITE DEER,PA,USA,178872000,,Reciprocal,DHS-ICE,08-INA-02,Ineligible (Proceedings Completed),,11/22/2011,01/11/2020,,,S4MR3RMYP,,
122093,Individual,,,YIP,KEUNG,LEUNG,,,,,,BROWNWOOD,TX,USA,76801,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,05/31/2016,05/30/2019,,,S4MR530N0,,
122421,Individual,,,YUETONG,,LIU,,,,,,NAPERVILLE,IL,USA,60564,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,03/25/2014,03/24/2019,,,S4MR4DGQ0,,
122427,Individual,,,YUJI,,BROWN,,,,,,LISBON,OH,USA,444320010,,Reciprocal,DHS-ICE,R,Ineligible (Proceedings Completed),,11/22/2011,04/10/2029,,,S4MR3RMYW,,
122576,Individual,,,YVETTE,ROSSY,REYES,,,,,,DAVIE,FL,USA,33325,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,07/24/2015,07/23/2018,,,S4MR4N0Q1,,
122648,Individual,,,ZABRINA,,JOBE,,,,,,PHILADELPHIA,PA,USA,19134,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,12/29/2016,12/28/2019,,,S4MR5CBJH,,
122843,Individual,,,ZENG,YU,HUANG,,,,,,MINEOLA,TX,USA,75773,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,06/22/2016,06/21/2018,,,S4MR53LL6,,
122878,Individual,,,ZI,TONG,WANG,,,,,,BLUFFTON,SC,USA,29910,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,04/01/2014,03/31/2017,,,S4MR4DK9T,,
122895,Individual,,,ZILIN,,WANG,,,,,,BLUFFTON,SC,USA,29910,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,04/01/2014,03/31/2017,,,S4MR4DK9R,,
122905,Individual,,,ZIPORA,,KLEIN,,,,,,LOS ANGELES,CA,USA,90036,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,01/13/2015,01/12/2018,,,S4MR4J9XJ,,
122923,Individual,,,ZONGXIAN,,ZHU,,,,,,NACOGDOCHES,TX,USA,75965,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,05/31/2016,05/30/2019,,,S4MR530MB,,
123090,Special Entity Designation,"A & B, LLC",,,,,,2626 WEST MAIN ST.,SUITE 3,,,RAPID CITY,SD,USA,57702,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,07/23/2014,11/04/2022,,,S4MR4G13V,,
123091,Firm,A & C STAFFING LLC,,,,,,613 E ELMER ST,,,,VINELAND,NJ,USA,08360,040803246,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,05/23/2016,05/22/2017,,,S4MR52W0P,,
123140,Firm,A R R A INC,,,,,,9631 WATERFORD PL APT 208,,,,LOVELAND,OH,USA,451406231,150228323,Reciprocal,DHS-ICE,R,Ineligible (Proceedings Completed),,11/22/2011,11/21/2017,,,S4MR3MRDF,,
123145,Firm,"A&M INTERSALES, LLC",,,,,,2780 NE 183RD ST APT 1511,,,,AVENTURA,FL,USA,33160,056235910,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,04/27/2015,04/26/2018,,,S4MR4KMZW,,
123184,Firm,A1 4 ELECTRONICS INC,,,,,,581 FLUSHING AVE APT 2,,,,BROOKLYN,NY,USA,11206,142781660,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,06/07/2016,06/06/2019,,"(also HERMAN STESEL, A1 PLUS ELECTRONICS, A1 PLUS ELECTRONICS, A1 PLUS ELECTRONICS)",S4MR23W9J,,
123185,Special Entity Designation,A1 PLUS ELECTRONICS,,,,,,581 FLUSHING AVENUE,APT. 2,,,BROOKLYN,NY,USA,11206,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,06/07/2016,06/06/2019,,"(also A1 4 ELECTRONICS INC, HERMAN STESEL, A1 PLUS ELECTRONICS)",S4MR53CGQ,,
123208,Firm,"ABB MAINTENANCE, LLC",,,,,,"7575 W. 106TH ST., APT. 36",,,,OVERLAND PARK,KS,USA,662125904,,Reciprocal,DHS-ICE,R,Ineligible (Proceedings Completed),,04/27/2012,04/26/2022,,"(also KC JANITORIAL SERVICES, LLC, MIDWEST MANAGEMENT, INC., MMC PROFESSIONAL CLEANING, INC., UNITED MANAGEMENT, LLC, ABRORKHODJA ASKARKHODJAEV)",S4MR3MPMZ,,
123276,Firm,"ABS MAINTENANCE, INC.",,,,,,"2480 EXECUTIVE DR., SUITE 116",,,,SAINT CHARLES,MO,USA,633035608,,Reciprocal,DHS-ICE,R,Ineligible (Proceedings Completed),,05/25/2012,05/24/2017,,(also ANCHOR BUILDING SERVICES INC),S4MR3M98K,,
123278,Firm,ABSOLUTE BATHROOM SERVICES,,,,,,117 STRECKER RD,,,,ELLISVILLE,MO,USA,630115200,034072953,Reciprocal,DHS-ICE,R,Ineligible (Proceedings Completed),,05/25/2012,05/24/2017,,,S4MR3MQZ6,,
123348,Special Entity Designation,"ADAM UNIVERSITY, INC.",,,,,,7600 E. ARAPAHOE ROAD,SUITE 319,,,CENTENNIAL,CO,USA,80112,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,09/19/2014,09/18/2017,,,S4MR4GX50,,
123453,Special Entity Designation,ADVANFORT COMPANY,,,,,,13755 SUNRISE VALLEY DRIVE,SUITE 710,,,HERNDON,VA,USA,20171,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,06/03/2015,06/02/2017,,,S4MR4L3Q4,,
123472,Firm,"AERO CONSTRUCTION COMPANY, INC.",,,,,,3827 BICKFORD AVE,,,,SNOHOMISH,WA,USA,98290,078536465,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,08/10/2016,08/09/2017,,"(also PACIFIC COMMERCIAL EQUIPMENT, INC., PACIFIC COMMERCIAL EQUIPMENT, INC., AERO CONSTRUCTION, AERO CONSTRUCTION)",S4MR54NDS,,
125087,Special Entity Designation,"ALWAYS ON TIME CONSTRUCTIN, LLC",,,,,,1712 RHOMBERG AVE.,,,,DUBUQUE,IA,USA,52001,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,06/17/2014,06/16/2017,,,S4MR4FK36,,
125094,Firm,AMAZO FARMS LLC,,,,,,10 W PALISADE AVE,,,,ENGLEWOOD,NJ,USA,07631,051472198,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,02/04/2016,02/03/2020,,(also ZEYTINIA FINE FOODS),S4MR4Z6T6,,
125231,Firm,AMISH MARKET FINE FOOD,,,,,,53 PARK PL,,,,NEW YORK,NY,USA,10007,602573623,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,04/20/2016,04/19/2020,,,S4MR510F5,,
125280,Firm,ANCHOR BUILDING SERVICES INC,,,,,,2480 EXECUTIVE DR STE 116,,,,SAINT CHARLES,MO,USA,633035608,147879068,Reciprocal,DHS-ICE,R,Ineligible (Proceedings Completed),,05/25/2012,05/24/2017,,"(also ABS MAINTENANCE, INC.)",S4MR251C2,3BLR5,
125303,Firm,ANGELA HAIR BRAIDING,,,,,,256 ORANGE ST,,,,NEWARK,NJ,USA,071033612,103158627,Reciprocal,DHS-ICE,R,Ineligible (Proceedings Completed),,09/13/2011,09/12/2036,,,S4MR3MPMP,,
125409,Firm,"APHRODITE, ADVANCE ESTHETIC & SKIN CARE CLINIC CORPORATION",,,,,,"6643 OLD DOMINION DR, STE 120",,,,MC LEAN,VA,USA,221014500,080284087,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,06/06/2016,06/05/2021,,(also APHRODITE ADVANCED ESTHETIC AND SKIN CARE CLINIC),S4MR53BRN,,
125513,Firm,"ARIZONA ADVANTAGE FUND INC, THE",,,,,,15509 N SCOTTSDALE RD,,,,SCOTTSDALE,AZ,USA,85254,078298503,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,12/29/2015,12/28/2019,,,S4MR4Y6YS,,
125555,Firm,ARRCORD GROUP LLC,,,,,,415 E 4TH ST,,,,BLOOMSBURG,PA,USA,17815,031911321,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,04/10/2015,04/09/2020,,,S4MR4KFY3,,
125590,Special Entity Designation,AS DE OROS,,,,,,252 MEADOWBROOK LANE,,,,LEXINGTON,SC,USA,29072,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,11/28/2016,11/27/2019,,(also GREGORIO LEON),S4MR59VKK,,
125621,Firm,ASHLEY HAIR BRAIDING SALON,,,,,,406 CENTRAL AVE STE 1,,,,EAST ORANGE,NJ,USA,070182559,146323444,Reciprocal,DHS-ICE,R,Ineligible (Proceedings Completed),,09/08/2011,09/07/2036,,,S4MR3MQ89,,
125688,Firm,"ATLANTA FOOD AUTHORITY, INC.",,,,,,5405 BUFORD HWY STE 350,,,,NORCROSS,GA,USA,300713982,063829514,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,07/01/2013,06/30/2018,,,S4MR49J6X,,
125689,Special Entity Designation,ATLANTA MEAT COMPANY,,,,,,5405 BUFORD HWY STE 350,,,,NORCROSS,GA,USA,300713982,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,07/01/2013,06/30/2018,,,S4MR49J72,,
125780,Firm,"AUTOTRON SYSTEMS, INC.",,,,,,601 W 26TH ST RM 290,,,,NEW YORK,NY,USA,10001,167007512,Reciprocal,DHS-ICE,,Voluntary Exclusion,,07/02/2015,07/09/2018,,(also TARAS MACZAJ),S4MR273GJ,3HEU0,
125781,Special Entity Designation,"AUTOTRON SYSTEMS, INC.",,,,,,3626 37TH ST.,,,,LONG ISLAND CITY,NY,USA,11101,,Reciprocal,DHS-ICE,,Voluntary Exclusion,,07/02/2015,07/09/2018,,,S4MR49M2P,,
126013,Special Entity Designation,"BARCELONA BUSINESS CENTER, LLC",,,,,,15509 N. SCOTTSDALE ROAD,,,,SCOTTSDALE,AZ,USA,85254,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,12/29/2015,12/28/2019,,,S4MR4Y6RV,,
126014,Special Entity Designation,"BARCELONA RESTAURANTS III, LLC",,,,,,15509 N. SCOTTSDALE ROAD,,,,SCOTTSDALE,AZ,USA,85254,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,12/29/2015,12/28/2019,,,S4MR4Y6SS,,
126153,Firm,BELLO BIDEMI,,,,,,1252 FIELDCREST CT,,,,SUWANEE,GA,USA,300246701,103073248,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,12/11/2012,12/10/2027,,,S4MR4754S,,
126217,Special Entity Designation,BETTY'S HAND CAR WASH,,,,,,11698 CAMINITO CORRIENTE,,,,,CA,USA,92128,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,02/10/2014,02/09/2017,,,S4MR4CXXT,,
126242,Firm,"BIG BIRD TREE SERVICE, INC.",,,,,,401 E WHEATLAND RD,,,,DALLAS,TX,USA,75241,942054214,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,06/24/2016,06/23/2019,,,S4MR2YXVX,,
126299,Special Entity Designation,BLACK HILLS THINNING,,,,,,2400 LINDSEY DR.,,,,RAPID CITY,SD,USA,57702,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,11/05/2012,11/04/2017,,,S4MR46SQ4,,
126559,Special Entity Designation,BRYANT LOADING,,,,,,P.O. BOX 142,,,,CENTERTON,AR,USA,72719,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,06/19/2014,06/18/2017,,,S4MR4FLKB,,
126727,Firm,CAMP LANDSCAPE SERVICES,,,,,,1506 ATLANTA ST,,,,DEER PARK,TX,USA,775364706,046135047,Reciprocal,DHS-ICE,08-INA-02,Ineligible (Proceedings Completed),,12/15/2010,10/12/2017,,,S4MR3MQCN,,
126928,Special Entity Designation,CD QUALITY SERVICE CORP,,,,,,7536 UNIVERSAL BLVD,,,,ORLANDO,FL,USA,32819,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,06/17/2014,06/16/2017,,,S4MR4FK09,,
127247,Firm,CHOW KING,,,,,,1509 GLENN BLVD SW,,,,FORT PAYNE,AL,USA,35968,004376115,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,02/24/2016,02/23/2017,,"(also YONG KAI168, LLC)",S4MR4ZRR7,,
127372,Firm,"CLOVER LAWN CARE, INC",,,,,,485 LANDING RD N,,,,ROCHESTER,NY,USA,14625,179786090,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,11/06/2014,11/05/2017,,,S4MR4HHH8,,
127373,Firm,CLOVER NURSERY & GARDEN CENTER INC,,,,,,485 LANDING RD N,,,,ROCHESTER,NY,USA,14625,013100474,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,11/06/2014,11/05/2017,,,S4MR4HHGZ,,
127957,Special Entity Designation,"CRYSTAL DIAMOND, INC.",,,,,,7536 UNIVERSAL BOULEVARD,,,,ORLANDO,FL,USA,32819,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,06/17/2014,06/16/2017,,,S4MR4FK0R,,
128025,Special Entity Designation,"CW MANAGEMENT, LLC",,,,,,15509 N. SCOTTSDALE ROAD,,,,SCOTTSDALE,AZ,USA,85254,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,12/29/2015,12/28/2019,,,S4MR4Y6SJ,,
128075,Firm,DA VI NAILS,,,,,,6520 CARLISLE PIKE STE 550,,,,MECHANICSBURG,PA,USA,170505257,787627509,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,01/31/2013,01/30/2023,,,S4MR47R1M,,
128076,Firm,DA-VI NAILS USA,,,,,,1800 LOUCKS RD,,,,YORK,PA,USA,174084609,167554448,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,01/31/2013,01/30/2023,,,S4MR47R1C,,
128127,Special Entity Designation,"DANNY'S 24TH & BASELINE, LLC",,,,,,15509 N. SCOTTSDALE ROAD,,,,SCOTTSDALE,AZ,USA,85254,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,12/29/2015,12/28/2019,,,S4MR4Y6T7,,
